                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                  1.531,                 1.9321,                0.93025,                 0.0504,                0.88889,                0.73799,                0.32426,                 1.3731,                 3.7359,                0.86145,             0.00026363,             0.00026363,             0.00026363
                     32,                 1.3768,                 1.5918,                 0.8898,                 0.0504,                0.88889,                0.73799,                0.32426,                 1.3731,                 3.7359,                0.86145,             0.00026858,             0.00026858,             0.00026858
                     33,                 1.4641,                 1.5705,                0.90278,                0.04889,                0.91111,                0.76044,                0.34454,                 1.2846,                  3.677,                 0.8539,             0.00027328,             0.00027328,             0.00027328
                     34,                 1.3969,                 1.5005,                0.88286,                0.04889,                0.91111,                0.76044,                0.34454,                 1.2846,                  3.677,                 0.8539,             0.00027774,             0.00027774,             0.00027774
                     35,                 1.3513,                 1.5464,                0.91571,                0.04924,                0.93333,                0.81639,                0.41361,                 1.1482,                 3.6254,                0.84122,             0.00028194,             0.00028194,             0.00028194
                     36,                 1.3615,                 1.5417,                0.91847,                0.04924,                0.93333,                0.81639,                0.41361,                 1.1482,                 3.6254,                0.84122,             0.00028591,             0.00028591,             0.00028591
                     37,                 1.4419,                 1.8987,                0.96603,                0.04793,                0.93333,                0.83038,                0.45605,                 1.0498,                 3.5781,                0.83022,             0.00028962,             0.00028962,             0.00028962
                     38,                 1.5752,                  1.482,                0.94068,                0.04793,                0.93333,                0.83038,                0.45605,                 1.0498,                 3.5781,                0.83022,             0.00029309,             0.00029309,             0.00029309
                     39,                 1.6753,                 1.9082,                0.96467,                0.04562,                0.93333,                0.83202,                0.48462,                 1.0107,                 3.5295,                0.82633,             0.00029631,             0.00029631,             0.00029631
                     40,                 1.2912,                 1.3964,                0.88834,                0.04562,                0.93333,                0.83202,                0.48462,                 1.0107,                 3.5295,                0.82633,             0.00029928,             0.00029928,             0.00029928
                     41,                 1.3249,                 1.4783,                0.91136,                0.04599,                0.95556,                0.85052,                0.49937,                 1.0025,                 3.4755,                0.82575,               0.000302,               0.000302,               0.000302
                     42,                 1.3402,                 1.8639,                0.96499,                0.04599,                0.95556,                0.85052,                0.49937,                 1.0025,                 3.4755,                0.82575,             0.00030448,             0.00030448,             0.00030448
                     43,                  1.233,                 1.5828,                0.91822,                0.04841,                0.97778,                0.87953,                0.55321,                  1.019,                 3.3961,                0.82751,             0.00030671,             0.00030671,             0.00030671
                     44,                 1.4042,                 1.3687,                0.91362,                0.04841,                0.97778,                0.87953,                0.55321,                  1.019,                 3.3961,                0.82751,             0.00030869,             0.00030869,             0.00030869
                     45,                 1.7193,                 1.4812,                0.96242,                0.04816,                0.95556,                0.89177,                0.54981,                 1.0685,                 3.3373,                0.83084,             0.00031042,             0.00031042,             0.00031042
                     46,                 1.3683,                 1.3113,                0.92052,                0.04816,                0.95556,                0.89177,                0.54981,                 1.0685,                 3.3373,                0.83084,             0.00031191,             0.00031191,             0.00031191
                     47,                 1.2486,                 1.4442,                0.92456,                0.04935,                0.95556,                0.89792,                0.54894,                 1.0854,                 3.2884,                0.83283,             0.00031315,             0.00031315,             0.00031315
                     48,                  1.643,                 1.4662,                0.92894,                0.04935,                0.95556,                0.89792,                0.54894,                 1.0854,                 3.2884,                0.83283,             0.00031414,             0.00031414,             0.00031414
                     49,                 1.4499,                 1.2225,                0.93923,                0.05173,                0.97778,                0.91715,                0.55127,                 1.1396,                  3.242,                0.83845,             0.00031488,             0.00031488,             0.00031488
                     50,                 1.3726,                 1.3573,                0.92031,                0.05173,                0.97778,                0.91715,                0.55127,                 1.1396,                  3.242,                0.83845,             0.00031538,             0.00031538,             0.00031538
                     51,                 1.2365,                 1.2245,                0.92431,                0.05078,                0.97778,                0.92929,                0.55879,                 1.2179,                 3.1688,                0.84641,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.4072,                 1.2773,                0.90877,                0.05078,                0.97778,                0.92929,                0.55879,                 1.2179,                 3.1688,                0.84641,             0.00031563,             0.00031563,             0.00031563
                     53,                 1.2581,                 1.2386,                0.90449,                0.05078,                0.97778,                0.92929,                0.55879,                 1.2179,                 3.1688,                0.84641,             0.00031538,             0.00031538,             0.00031538
                     54,                 1.2497,                 1.2465,                0.87763,                 0.0506,                0.97778,                0.93545,                  0.592,                 1.2965,                 3.0669,                0.85582,             0.00031489,             0.00031489,             0.00031489
                     55,                 1.3609,                 1.5648,                0.89351,                 0.0506,                0.97778,                0.93545,                  0.592,                 1.2965,                 3.0669,                0.85582,             0.00031414,             0.00031414,             0.00031414
                     56,                 1.3672,                 1.2672,                0.89848,                 0.0506,                0.97778,                0.93545,                  0.592,                 1.2965,                 3.0669,                0.85582,             0.00031316,             0.00031316,             0.00031316
                     57,                 1.3385,                  1.216,                 0.9135,                0.75244,                0.85816,                0.94172,                0.55607,                 1.2853,                 2.9432,                0.85596,             0.00031192,             0.00031192,             0.00031192
                     58,                 1.2913,                 1.2415,                0.91552,                0.75244,                0.85816,                0.94172,                0.55607,                 1.2853,                 2.9432,                0.85596,             0.00031044,             0.00031044,             0.00031044
                     59,                 1.3692,                 1.4691,                0.91009,                0.75244,                0.85816,                0.94172,                0.55607,                 1.2853,                 2.9432,                0.85596,              0.0003087,              0.0003087,              0.0003087
                     60,                 1.3951,                 1.2562,                0.90495,                      1,                0.54993,                0.94362,                0.58433,                 1.2424,                 2.8133,                0.85249,             0.00030673,             0.00030673,             0.00030673
                     61,                 1.4382,                 1.1755,                0.91935,                      1,                0.54993,                0.94362,                0.58433,                 1.2424,                 2.8133,                0.85249,              0.0003045,              0.0003045,              0.0003045
                     62,                 1.2944,                 1.2117,                0.91455,                      1,                0.54993,                0.94362,                0.58433,                 1.2424,                 2.8133,                0.85249,             0.00030203,             0.00030203,             0.00030203
                     63,                 1.3498,                 1.1843,                0.91315,                      1,                0.42942,                 0.9536,                0.62824,                 1.1399,                 2.6568,                0.84348,              0.0002993,              0.0002993,              0.0002993
                     64,                 1.2842,                 1.3126,                0.90091,                      1,                0.42942,                 0.9536,                0.62824,                 1.1399,                 2.6568,                0.84348,             0.00029634,             0.00029634,             0.00029634
                     65,                 1.1286,                 1.7431,                0.90848,                      1,                0.42942,                 0.9536,                0.62824,                 1.1399,                 2.6568,                0.84348,             0.00029312,             0.00029312,             0.00029312
                     66,                 1.3398,                 1.4223,                0.91183,                      1,                0.46163,                0.97173,                0.65179,                 1.0732,                 2.5191,                0.84117,             0.00028966,             0.00028966,             0.00028966
                     67,                 1.2544,                 1.2643,                0.90245,                      1,                0.46163,                0.97173,                0.65179,                 1.0732,                 2.5191,                0.84117,             0.00028594,             0.00028594,             0.00028594
                     68,                 1.3453,                 1.2558,                0.90382,                      1,                0.46163,                0.97173,                0.65179,                 1.0732,                 2.5191,                0.84117,             0.00028199,             0.00028199,             0.00028199
                     69,                 1.3676,                 1.2034,                0.88151,                0.99279,                0.55419,                0.97772,                0.67437,                  1.027,                 2.3905,                0.84035,             0.00027778,             0.00027778,             0.00027778
                     70,                 1.1996,                 1.1134,                 0.8844,                0.99279,                0.55419,                0.97772,                0.67437,                  1.027,                 2.3905,                0.84035,             0.00027333,             0.00027333,             0.00027333
                     71,                 1.3716,                 1.1554,                0.89188,                0.99279,                0.55419,                0.97772,                0.67437,                  1.027,                 2.3905,                0.84035,             0.00026863,             0.00026863,             0.00026863
                     72,                 1.1887,                  1.137,                0.89406,                 0.9577,                0.68514,                0.98178,                0.67572,                 1.0122,                 2.2826,                0.84216,             0.00026368,             0.00026368,             0.00026368
                     73,                 1.1332,                 1.1155,                0.88863,                 0.9577,                0.68514,                0.98178,                0.67572,                 1.0122,                 2.2826,                0.84216,             0.00025848,             0.00025848,             0.00025848
                     74,                 1.1991,                  1.033,                0.88522,                 0.9577,                0.68514,                0.98178,                0.67572,                 1.0122,                 2.2826,                0.84216,             0.00025304,             0.00025304,             0.00025304
                     75,                 1.2065,                 1.3386,                0.90455,                0.93513,                0.78977,                0.98864,                0.68188,                0.99111,                 2.1897,                0.84224,             0.00024734,             0.00024734,             0.00024734
                     76,                 1.3076,                 1.0657,                0.90421,                0.93513,                0.78977,                0.98864,                0.68188,                0.99111,                 2.1897,                0.84224,             0.00024141,             0.00024141,             0.00024141
                     77,                 1.2856,                 1.0767,                 0.8939,                0.93513,                0.78977,                0.98864,                0.68188,                0.99111,                 2.1897,                0.84224,             0.00023522,             0.00023522,             0.00023522
                     78,                 1.2128,                  1.148,                0.89709,                0.92179,                0.81521,                0.98929,                0.68277,                0.97248,                 2.1297,                0.84136,             0.00022879,             0.00022879,             0.00022879
                     79,                 1.2857,                 1.1532,                0.89229,                0.92179,                0.81521,                0.98929,                0.68277,                0.97248,                 2.1297,                0.84136,              0.0002221,              0.0002221,              0.0002221
                     80,                 1.3728,                 1.0955,                0.89185,                0.92179,                0.81521,                0.98929,                0.68277,                0.97248,                 2.1297,                0.84136,             0.00021518,             0.00021518,             0.00021518
                     81,                 1.1477,                 1.0547,                 0.8801,                0.91287,                 0.8303,                0.99167,                0.70603,                0.96104,                 2.0717,                0.83915,               0.000208,               0.000208,               0.000208
                     82,                 1.2335,                  1.141,                0.87549,                0.91287,                 0.8303,                0.99167,                0.70603,                0.96104,                 2.0717,                0.83915,             0.00020058,             0.00020058,             0.00020058
                     83,                 1.5002,                 1.1637,                0.91856,                0.91287,                 0.8303,                0.99167,                0.70603,                0.96104,                 2.0717,                0.83915,             0.00019291,             0.00019291,             0.00019291
                     84,                 1.2465,                 1.1203,                0.87905,                0.90635,                 0.8501,                 0.9914,                0.70721,                0.93723,                 1.9985,                0.83741,             0.00018499,             0.00018499,             0.00018499
                     85,                 1.1287,                 1.0649,                 0.8871,                0.90635,                 0.8501,                 0.9914,                0.70721,                0.93723,                 1.9985,                0.83741,             0.00017682,             0.00017682,             0.00017682
                     86,                 1.0966,                 1.1006,                0.89134,                0.90635,                 0.8501,                 0.9914,                0.70721,                0.93723,                 1.9985,                0.83741,             0.00016841,             0.00016841,             0.00016841
                     87,                 1.1648,                 1.0032,                0.88888,                0.90635,                 0.8501,                 0.9914,                0.70721,                0.93723,                 1.9985,                0.83741,             0.00015975,             0.00015975,             0.00015975
                     88,                 1.3317,                 1.0733,                0.91975,                0.90203,                0.88563,                0.99104,                0.71586,                0.93412,                 1.8959,                0.83761,             0.00015084,             0.00015084,             0.00015084
                     89,                 1.1315,                0.97329,                0.87777,                0.90203,                0.88563,                0.99104,                0.71586,                0.93412,                 1.8959,                0.83761,             0.00014168,             0.00014168,             0.00014168
                     90,                 1.2814,                 1.0127,                 0.8858,                0.90203,                0.88563,                0.99104,                0.71586,                0.93412,                 1.8959,                0.83761,             0.00013228,             0.00013228,             0.00013228
                     91,                 1.0838,                 1.0636,                 0.8811,                0.90203,                0.88563,                0.99104,                0.71586,                0.93412,                 1.8959,                0.83761,             0.00012262,             0.00012262,             0.00012262
                     92,                 1.0344,                0.99196,                0.88182,                0.88604,                0.90453,                0.98958,                0.72146,                0.92319,                 1.7886,                0.83691,             0.00011273,             0.00011273,             0.00011273
                     93,                  1.139,                 1.1079,                0.84803,                0.88604,                0.90453,                0.98958,                0.72146,                0.92319,                 1.7886,                0.83691,             0.00010258,             0.00010258,             0.00010258
                     94,                 1.1374,                 1.2588,                0.89631,                0.88604,                0.90453,                0.98958,                0.72146,                0.92319,                 1.7886,                0.83691,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                 1.0302,                0.95178,                0.87344,                0.88604,                0.90453,                0.98958,                0.72146,                0.92319,                 1.7886,                0.83691,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                 1.1026,                 1.0586,                0.89976,                0.87461,                0.95047,                0.99083,                0.73948,                0.92888,                 1.6861,                0.83834,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                 1.0607,                 1.0174,                0.86654,                0.87461,                0.95047,                0.99083,                0.73948,                0.92888,                 1.6861,                0.83834,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                 1.1853,                 1.1375,                0.91013,                0.87461,                0.95047,                0.99083,                0.73948,                0.92888,                 1.6861,                0.83834,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                 1.0682,                 1.0275,                0.90634,                0.87461,                0.95047,                0.99083,                0.73948,                0.92888,                 1.6861,                0.83834,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                 1.1938,                 1.3014,                0.85813,                0.87085,                0.96204,                0.99104,                  0.736,                0.93784,                 1.5818,                0.83956,             2.4626e-05,             2.4626e-05,             2.4626e-05
